Sample_ID,Prop_EcM_OTUs_unassigned,Prop_EcM_OTUs_assigned,Latitude,Longitude,Biome,Continent,Country,Year_of_sampling
GF01013825S,0.454545455,0.545454545,67.76667,29.58333,forest,Europe,Finland,2011
GF01014548S,0.382022472,0.617977528,58.38859,22.65545,forest,Europe,Estonia,2012
GF01014573S,0.411764706,0.588235294,68.60353,21.74517,tundra,Europe,Finland,2012
GF01014574S,0.4,0.6,68.96782,20.94322,tundra,Europe,Finland,2013
GF01014626S,0.203125,0.796875,66.660833,25.331667,forest,Europe,Finland,2013
GF01014631S,0.652173913,0.347826087,68.6228,-149.5968,tundra,North America,USA,2012
GF01014656S,0.526315789,0.473684211,69.48389,18.86423,forest,Europe,Norway,2013
GF01014682S,0.75,0.25,30.34101,119.43146,forest,Asia,China,2011
GF01014768S,0.444444444,0.555555556,51.95261,39.54062,forest,Asia,Russia,2011
GF01014811S,0.352941176,0.647058824,67.85596,19.47575,forest,Europe,Sweden,2013
GF01014812S,0.272727273,0.727272727,69.1691,26.9992,tundra,Europe,Finland,2013
GF01014815S,0.447368421,0.552631579,70.14726,24.78686,forest,Europe,Norway,2012
GF01014817S,0.282352941,0.717647059,57.87791,27.68945,forest,Europe,Estonia,2013
GF01014829S,0.6875,0.3125,-5.79035,145.05771,shrubland,Australia,Papua New Guinea,2011
GF01014842S,0.431034483,0.568965517,68.06356,24.03387,tundra,Europe,Finland,2012
GF01014868S,0.371428571,0.628571429,57.9237,27.2948,forest,Europe,Estonia,2013
GF01014949S,0.35,0.65,59.0673,27.5277,forest,Europe,Estonia,2013
GF01014952S,0.577777778,0.422222222,61.7,21.7,forest,Europe,Finland,2011
GF01014962S,0.327586207,0.672413793,59.0729,27.4353,forest,Europe,Estonia,2013
GF01014966S,0.27027027,0.72972973,57.9409,27.3497,forest,Europe,Estonia,2013
GF01014982S,0.325,0.675,57.6655,26.5061,forest,Europe,Estonia,2013
GF01014985S,0.375,0.625,59.096,27.4422,forest,Europe,Estonia,2013
GF01014995S,0.545454545,0.454545455,57.9408,27.2926,forest,Europe,Estonia,2013
GF01014997S,0.222222222,0.777777778,57.6624,26.5162,forest,Europe,Estonia,2013
GF01016302S,0.513513514,0.486486486,46.75,-82.25,forest,North America,Canada,2011
GF01016306S,0.606060606,0.393939394,46.42,-83.37,forest,North America,Canada,2011
GF01016318S,0.532258065,0.467741935,49.07,-89.39,forest,North America,Canada,2011
GF01016397S,0.52173913,0.47826087,46.75,-82.25,forest,North America,Canada,2011
GF01016405S,0.803278689,0.196721311,50.93,-120.28,forest,North America,Canada,2010
GF01016411S,0.55,0.45,46.75,-82.25,forest,North America,Canada,2011
GF01016424S,0.47826087,0.52173913,49.07,-89.39,forest,North America,Canada,2011
GF01016444S,0.813333333,0.186666667,50.93,-120.28,forest,North America,Canada,2010
GF01016459S,0.88,0.12,50.85,-120.42,forest,North America,Canada,2010
GF01016463S,0.431818182,0.568181818,47.57,-82.85,forest,North America,Canada,2011
GF01016472S,0.583333333,0.416666667,46.75,-82.25,forest,North America,Canada,2011
GF01016510S,0.863013699,0.136986301,54.35,-122.61,forest,North America,Canada,2008
GF01016536S,0.594594595,0.405405405,46.75,-82.25,forest,North America,Canada,2011
GF01016554S,0.623376623,0.376623377,31.11,-95.15,forest,North America,USA,2012
GF01016557S,0.473684211,0.526315789,47.57,-82.85,forest,North America,Canada,2011
GF01016559S,0.46,0.54,46.75,-82.25,forest,North America,Canada,2011
GF01016560S,0.692307692,0.307692308,50.88,-120.35,forest,North America,Canada,2010
GF01016570S,0.512820513,0.487179487,47.57,-82.85,forest,North America,Canada,2011
GF01016582S,0.772727273,0.227272727,50.88,-120.35,forest,North America,Canada,2010
GF01016613S,0.333333333,0.666666667,47.57,-82.85,forest,North America,Canada,2011
GF01016624S,0.786516854,0.213483146,54.35,-122.61,forest,North America,Canada,2008
GF01016630S,0.379310345,0.620689655,49.07,-89.41,forest,North America,Canada,2011
GF01016631S,0.882352941,0.117647059,52.32,-126.31,forest,North America,Canada,2008
GF01016634S,0.419354839,0.580645161,46.75,-82.25,forest,North America,Canada,2011
GF01016650S,0.517857143,0.482142857,50.88,-120.35,forest,North America,Canada,2010
GF01016680S,0.6,0.4,49.07,-89.39,forest,North America,Canada,2011
GF01016705S,0.522727273,0.477272727,50.88,-120.35,forest,North America,Canada,2010
GF01016708S,0.477272727,0.522727273,47.57,-82.85,forest,North America,Canada,2011
GF01016709S,0.543478261,0.456521739,39.55,-121.04,forest,North America,USA,2011
GF01016712S,0.410714286,0.589285714,49.07,-89.39,forest,North America,Canada,2011
GF01016715S,0.56,0.44,46.42,-83.37,forest,North America,Canada,2011
GF01016814S,0.5,0.5,47.57,-82.85,forest,North America,Canada,2011
GF01016819S,0.510204082,0.489795918,47.57,-82.85,forest,North America,Canada,2011
GF01016821S,0.666666667,0.333333333,46.75,-82.25,forest,North America,Canada,2011
GF01016846S,0.710144928,0.289855072,50.85,-120.42,forest,North America,Canada,2010
GF01016861S,0.5,0.5,47.57,-82.85,forest,North America,Canada,2011
GF01016874S,0.865671642,0.134328358,54.35,-122.61,forest,North America,Canada,2008
GF01016896S,0.5,0.5,49.08,-89.38,forest,North America,Canada,2011
GF01016984S,0.666666667,0.333333333,18.512065,-67.071898,forest,North America,Puerto Rico,NA_
GF01016987S,0.352941176,0.647058824,18.513611,-67.056878,forest,North America,Puerto Rico,NA_
GF01016989S,0.571428571,0.428571429,18.310345,-65.828255,forest,North America,Puerto Rico,NA_
GF01016990S,0.538461538,0.461538462,18.290552,-65.782132,forest,North America,Puerto Rico,NA_
GF01016991S,0.5,0.5,18.294128,-65.785082,forest,North America,Puerto Rico,NA_
GF01016992S,0.5,0.5,18.293129,-65.792442,forest,North America,Puerto Rico,NA_
GF01017069S,0.333333333,0.666666667,52.25,5.63,forest,Europe,Netherlands,2015
GF01017070S,0.5,0.5,52.25,5.63,forest,Europe,Netherlands,2015
GF01017074S,0.25,0.75,52.25,5.63,forest,Europe,Netherlands,2015
GF01017076S,0.333333333,0.666666667,52.25,5.63,forest,Europe,Netherlands,2015
GF01017087S,0.333333333,0.666666667,52.25,5.63,forest,Europe,Netherlands,2015
GF01017092S,0.294117647,0.705882353,52.25,5.63,forest,Europe,Netherlands,2015
GF01017094S,0.25,0.75,52.25,5.63,forest,Europe,Netherlands,2015
GF01017110S,0.333333333,0.666666667,52.25,5.63,forest,Europe,Netherlands,2015
GF01017118S,0.428571429,0.571428571,52.25,5.63,forest,Europe,Netherlands,2015
GF01017137S,0.166666667,0.833333333,52.25,5.63,forest,Europe,Netherlands,2015
GF01017154S,0.4,0.6,52.25,5.63,forest,Europe,Netherlands,2016
GF01017155S,0.111111111,0.888888889,52.25,5.63,forest,Europe,Netherlands,2016
GF01017158S,0,1,52.25,5.63,forest,Europe,Netherlands,2016
GF01017161S,0.470588235,0.529411765,52.25,5.63,forest,Europe,Netherlands,2016
GF01017162S,0.333333333,0.666666667,52.25,5.63,forest,Europe,Netherlands,2016
GF01017180S,0.266666667,0.733333333,52.25,5.63,forest,Europe,Netherlands,2012
GF01017182S,0.428571429,0.571428571,52.25,5.63,forest,Europe,Netherlands,2016
GF01017193S,0.2,0.8,52.25,5.63,forest,Europe,Netherlands,2016
GF01017196S,0.35,0.65,52.25,5.63,forest,Europe,Netherlands,2016
GF01017201S,0,1,52.25,5.63,forest,Europe,Netherlands,2016
GF01017203S,0,1,52.25,5.63,forest,Europe,Netherlands,2016
GF01017205S,0.541666667,0.458333333,52.25,5.63,forest,Europe,Netherlands,2016
GF01017210S,0.25,0.75,52.25,5.63,forest,Europe,Netherlands,2016
GF01017217S,0.333333333,0.666666667,52.25,5.63,forest,Europe,Netherlands,2016
GF01017229S,0.5,0.5,52.25,5.63,forest,Europe,Netherlands,2016
GF01017234S,0.230769231,0.769230769,52.25,5.63,forest,Europe,Netherlands,2016
GF01017247S,0.5,0.5,52.25,5.63,forest,Europe,Netherlands,2016
GF01017250S,0,1,52.25,5.63,forest,Europe,Netherlands,2016
GF01017253S,0.4,0.6,52.25,5.63,forest,Europe,Netherlands,2016
GF01017254S,0.25,0.75,52.25,5.63,forest,Europe,Netherlands,2016
GF01017255S,0,1,52.25,5.63,forest,Europe,Netherlands,2016
GF01017263S,0.333333333,0.666666667,52.25,5.63,forest,Europe,Netherlands,2016
GF01017264S,0.529411765,0.470588235,52.25,5.63,forest,Europe,Netherlands,2016
GF01017278S,0.421052632,0.578947368,52.25,5.63,forest,Europe,Netherlands,2016
GF01017285S,0,1,52.25,5.63,forest,Europe,Netherlands,2016
GF01017307S,0.2,0.8,52.25,5.63,forest,Europe,Netherlands,2014
GF01017310S,0.5,0.5,52.25,5.63,forest,Europe,Netherlands,2014
GF01017322S,0,1,52.25,5.63,forest,Europe,Netherlands,2014
GF01017328S,0,1,52.25,5.63,forest,Europe,Netherlands,2013
GF01017381S,0,1,52.25,5.63,forest,Europe,Netherlands,2014
GF01017396S,0.5,0.5,52.25,5.63,forest,Europe,Netherlands,2014
GF01017399S,0,1,52.25,5.63,forest,Europe,Netherlands,2014
GF01017500S,0.142857143,0.857142857,63.23,15.27,forest,Europe,Sweden,2014
GF01017503S,0.366666667,0.633333333,63.51,14.75,forest,Europe,Sweden,2014
GF01017505S,0.25,0.75,60.94,14.08,forest,Europe,Sweden,2014
GF01017509S,0.5,0.5,62.66,13.96,forest,Europe,Sweden,2014
GF01017510S,0.222222222,0.777777778,62.66,13.96,forest,Europe,Sweden,2014
GF01017511S,0.416666667,0.583333333,66.54,22.41,forest,Europe,Sweden,2014
GF01017512S,0.666666667,0.333333333,66.53,22.46,forest,Europe,Sweden,2014
GF01017514S,0.5,0.5,63.31,15.69,forest,Europe,Sweden,2014
GF01017515S,0.3,0.7,66.5,22.63,forest,Europe,Sweden,2014
GF01017516S,0.333333333,0.666666667,66.54,22.41,forest,Europe,Sweden,2014
GF01017517S,0.5,0.5,66.58,22.48,forest,Europe,Sweden,2014
GF01017520S,0.166666667,0.833333333,60.95,14.21,forest,Europe,Sweden,2014
GF01017521S,0.25,0.75,63.17,15.17,forest,Europe,Sweden,2014
GF01017526S,0.375,0.625,66.58,22.54,forest,Europe,Sweden,2014
GF01017527S,0.235294118,0.764705882,60.94,14.07,forest,Europe,Sweden,2014
GF01017531S,0.333333333,0.666666667,66.52,22.67,forest,Europe,Sweden,2014
GF01017533S,0.545454545,0.454545455,66.58,22.48,forest,Europe,Sweden,2014
GF01017535S,0.363636364,0.636363636,63.19,15.28,forest,Europe,Sweden,2014
GF01017536S,0.111111111,0.888888889,66.58,22.41,forest,Europe,Sweden,2014
GF01017538S,0.333333333,0.666666667,66.58,22.53,forest,Europe,Sweden,2014
GF01017544S,0,1,66.52,22.67,forest,Europe,Sweden,2014
GF01017546S,0.5,0.5,63.23,15.27,forest,Europe,Sweden,2014
GF01017556S,0.4,0.6,60.69,14.14,forest,Europe,Sweden,2014
GF01017557S,0.625,0.375,66.58,22.48,forest,Europe,Sweden,2014
GF01017563S,0.444444444,0.555555556,61.48,14.42,forest,Europe,Sweden,2014
GF01017564S,0,1,63.17,15.17,forest,Europe,Sweden,2014
GF01017572S,0.428571429,0.571428571,60.68,13.85,forest,Europe,Sweden,2014
GF01017577S,0.142857143,0.857142857,60.68,13.85,forest,Europe,Sweden,2014
GF01017582S,0.25,0.75,63.16,15.37,forest,Europe,Sweden,2014
GF01017583S,0.263157895,0.736842105,60.95,14.21,forest,Europe,Sweden,2014
GF01017593S,0.5,0.5,60.69,14.14,forest,Europe,Sweden,2014
GF01017594S,0,1,60.96,14.13,forest,Europe,Sweden,2014
GF01017596S,0.333333333,0.666666667,62.72,15.84,forest,Europe,Sweden,2014
GF01017598S,0.142857143,0.857142857,66.55,22.45,forest,Europe,Sweden,2014
GF01017601S,0.4,0.6,66.54,22.41,forest,Europe,Sweden,2014
GF01017602S,0.25,0.75,66.54,22.41,forest,Europe,Sweden,2014
GF01017603S,0.375,0.625,66.58,22.41,forest,Europe,Sweden,2014
GF01017605S,0.285714286,0.714285714,66.53,22.46,forest,Europe,Sweden,2014
GF01017606S,0.3125,0.6875,66.58,22.54,forest,Europe,Sweden,2014
GF01017609S,0.666666667,0.333333333,63.51,14.75,forest,Europe,Sweden,2014
GF01017611S,0.444444444,0.555555556,62.66,13.96,forest,Europe,Sweden,2014
GF01017614S,0.3,0.7,60.95,14.21,forest,Europe,Sweden,2014
GF01017618S,0.142857143,0.857142857,66.52,22.67,forest,Europe,Sweden,2014
GF01017619S,0.222222222,0.777777778,60.96,14.13,forest,Europe,Sweden,2014
GF01017621S,0.428571429,0.571428571,63.31,15.7,forest,Europe,Sweden,2014
GF01017622S,0.6,0.4,66.58,22.48,forest,Europe,Sweden,2014
GF01017623S,0.333333333,0.666666667,60.94,14.08,forest,Europe,Sweden,2014
GF01017624S,0.333333333,0.666666667,66.58,22.48,forest,Europe,Sweden,2014
GF01017627S,0.5,0.5,62.23,15.29,forest,Europe,Sweden,2014
GF01017628S,0.5,0.5,66.53,22.46,forest,Europe,Sweden,2014
GF01017630S,0.666666667,0.333333333,66.51,22.68,forest,Europe,Sweden,2014
GF01017631S,0.4,0.6,66.53,22.46,forest,Europe,Sweden,2014
GF01017641S,0.25,0.75,62.66,13.96,forest,Europe,Sweden,2014
GF01017643S,0.5,0.5,66.58,22.48,forest,Europe,Sweden,2014
GF01017644S,0.294117647,0.705882353,66.58,22.54,forest,Europe,Sweden,2014
GF01017645S,0.3,0.7,66.58,22.48,forest,Europe,Sweden,2014
GF01017646S,0.142857143,0.857142857,66.55,22.45,forest,Europe,Sweden,2014
GF01017647S,0.25,0.75,62.66,13.96,forest,Europe,Sweden,2014
GF01017648S,0.285714286,0.714285714,66.51,22.58,forest,Europe,Sweden,2014
GF01017649S,0.571428571,0.428571429,66.51,22.58,forest,Europe,Sweden,2014
GF01017650S,0.4,0.6,66.58,22.41,forest,Europe,Sweden,2014
GF01017660S,0.666666667,0.333333333,66.54,22.45,forest,Europe,Sweden,2014
GF01017663S,0.363636364,0.636363636,61.26,14.54,forest,Europe,Sweden,2014
GF01017664S,0.428571429,0.571428571,66.51,22.58,forest,Europe,Sweden,2014
GF01017665S,0.75,0.25,63.31,15.7,forest,Europe,Sweden,2014
GF01017666S,0.222222222,0.777777778,63.15,15.19,forest,Europe,Sweden,2014
GF01017668S,0.125,0.875,60.95,14.21,forest,Europe,Sweden,2014
GF01017669S,0.25,0.75,63.31,15.7,forest,Europe,Sweden,2014
GF01017671S,0.75,0.25,63.31,15.7,forest,Europe,Sweden,2014
GF01017672S,0.444444444,0.555555556,62.72,15.84,forest,Europe,Sweden,2014
GF01017679S,0.363636364,0.636363636,63.16,15.37,forest,Europe,Sweden,2014
GF01017681S,0.333333333,0.666666667,66.52,22.67,forest,Europe,Sweden,2014
GF01017689S,0.333333333,0.666666667,63.23,15.27,forest,Europe,Sweden,2014
GF01017690S,0.5,0.5,62.72,15.84,forest,Europe,Sweden,2014
GF01017691S,0.571428571,0.428571429,63.18,15.26,forest,Europe,Sweden,2014
GF01017695S,0.4,0.6,60.94,14.07,forest,Europe,Sweden,2014
GF01017697S,0.375,0.625,66.55,22.45,forest,Europe,Sweden,2014
GF01017699S,0.375,0.625,62.23,15.29,forest,Europe,Sweden,2014
GF01017700S,0.666666667,0.333333333,66.58,22.48,forest,Europe,Sweden,2014
GF01017702S,0.285714286,0.714285714,66.58,22.48,forest,Europe,Sweden,2014
GF01017708S,0.2,0.8,66.53,22.46,forest,Europe,Sweden,2014
GF01017709S,0.571428571,0.428571429,63.51,14.75,forest,Europe,Sweden,2014
GF01017711S,0.333333333,0.666666667,60.96,14.13,forest,Europe,Sweden,2014
GF01017712S,0.357142857,0.642857143,66.51,22.68,forest,Europe,Sweden,2014
GF01017715S,0.4,0.6,62.72,15.84,forest,Europe,Sweden,2014
GF01017717S,0.3125,0.6875,61.19,14.29,forest,Europe,Sweden,2014
GF01017720S,0.555555556,0.444444444,66.51,22.58,forest,Europe,Sweden,2014
GF01017723S,0.333333333,0.666666667,63.51,14.75,forest,Europe,Sweden,2014
GF01017727S,0.409090909,0.590909091,63.51,14.75,forest,Europe,Sweden,2014
GF01017730S,0.333333333,0.666666667,66.55,22.45,forest,Europe,Sweden,2014
GF01017734S,0.428571429,0.571428571,63.16,15.37,forest,Europe,Sweden,2014
GF01017735S,0.555555556,0.444444444,66.54,22.41,forest,Europe,Sweden,2014
GF01017741S,0.4,0.6,66.54,22.57,forest,Europe,Sweden,2014
GF01017743S,0.25,0.75,63.15,15.19,forest,Europe,Sweden,2014
GF01017746S,0.285714286,0.714285714,61.42,14.56,forest,Europe,Sweden,2014
GF01017747S,0.454545455,0.545454545,61.03,14.05,forest,Europe,Sweden,2014
GF01017748S,0.166666667,0.833333333,63.18,15.26,forest,Europe,Sweden,2014
GF01017751S,0.333333333,0.666666667,66.53,22.46,forest,Europe,Sweden,2014
GF01017752S,0.5,0.5,66.55,22.45,forest,Europe,Sweden,2014
GF01017763S,0.545454545,0.454545455,61.03,14.05,forest,Europe,Sweden,2014
GF01017765S,0.625,0.375,66.55,22.45,forest,Europe,Sweden,2014
GF01017768S,0.166666667,0.833333333,60.96,14.13,forest,Europe,Sweden,2014
GF01017769S,0,1,60.96,14.13,forest,Europe,Sweden,2014
GF01017770S,0.428571429,0.571428571,66.58,22.54,forest,Europe,Sweden,2014
GF01017774S,0.375,0.625,60.96,14.13,forest,Europe,Sweden,2014
GF01017775S,0.2,0.8,66.58,22.54,forest,Europe,Sweden,2014
GF01017776S,0.555555556,0.444444444,66.5,22.63,forest,Europe,Sweden,2014
GF01017779S,0.5,0.5,63.51,14.75,forest,Europe,Sweden,2014
GF01017782S,0.6,0.4,61.03,14.05,forest,Europe,Sweden,2014
GF01017784S,0.25,0.75,63.31,15.69,forest,Europe,Sweden,2014
GF01017790S,0.5,0.5,60.96,14.13,forest,Europe,Sweden,2014
GF01017791S,0.5,0.5,61.19,14.29,forest,Europe,Sweden,2014
GF01017793S,0.4,0.6,66.58,22.53,forest,Europe,Sweden,2014
GF01017795S,0.2,0.8,61.19,14.29,forest,Europe,Sweden,2014
GF01017796S,0.125,0.875,66.52,22.67,forest,Europe,Sweden,2014
GF01017798S,0.375,0.625,62.72,15.84,forest,Europe,Sweden,2014
GF01017805S,0.285714286,0.714285714,60.73,14.19,forest,Europe,Sweden,2014
GF01017809S,0.2,0.8,62.23,15.29,forest,Europe,Sweden,2014
GF01017813S,0.285714286,0.714285714,60.69,14.14,forest,Europe,Sweden,2014
GF01017814S,0.111111111,0.888888889,60.68,13.85,forest,Europe,Sweden,2014
GF01017815S,0.5,0.5,62.23,15.29,forest,Europe,Sweden,2014
GF01017817S,0.4,0.6,66.54,22.41,forest,Europe,Sweden,2014
GF01017818S,0.2,0.8,66.55,22.45,forest,Europe,Sweden,2014
GF01017819S,0.166666667,0.833333333,63.18,15.26,forest,Europe,Sweden,2014
GF01017820S,0.5,0.5,63.18,15.29,forest,Europe,Sweden,2014
GF01017825S,0,1,66.58,22.53,forest,Europe,Sweden,2014
GF01017827S,0,1,60.96,14.13,forest,Europe,Sweden,2014
GF01017831S,0.3125,0.6875,63.15,15.19,forest,Europe,Sweden,2014
GF01017833S,0.5,0.5,60.69,14.14,forest,Europe,Sweden,2014
GF01017835S,0.076923077,0.923076923,61.03,14.05,forest,Europe,Sweden,2014
GF01017842S,0.625,0.375,66.51,22.58,forest,Europe,Sweden,2014
GF01017845S,0.428571429,0.571428571,63.16,15.37,forest,Europe,Sweden,2014
GF01017846S,0.5,0.5,61.03,14.05,forest,Europe,Sweden,2014
GF01017848S,0.307692308,0.692307692,66.54,22.57,forest,Europe,Sweden,2014
GF01017849S,0.470588235,0.529411765,63.31,15.69,forest,Europe,Sweden,2014
GF01017850S,0.4,0.6,60.73,14.19,forest,Europe,Sweden,2014
GF01017851S,0.285714286,0.714285714,63.31,15.69,forest,Europe,Sweden,2014
GF01017852S,0.25,0.75,66.58,22.54,forest,Europe,Sweden,2014
GF01017854S,0.4,0.6,66.54,22.45,forest,Europe,Sweden,2014
GF01017855S,0.333333333,0.666666667,61.03,14.05,forest,Europe,Sweden,2014
GF01017860S,0.4,0.6,60.94,14.07,forest,Europe,Sweden,2014
GF01017861S,0,1,60.94,14.05,forest,Europe,Sweden,2014
GF01017863S,0.2,0.8,60.68,13.85,forest,Europe,Sweden,2014
GF01017864S,0.444444444,0.555555556,66.58,22.41,forest,Europe,Sweden,2014
GF01017866S,0,1,61.48,14.42,forest,Europe,Sweden,2014
GF01017868S,0.363636364,0.636363636,66.51,22.58,forest,Europe,Sweden,2014
GF01017870S,0.166666667,0.833333333,66.58,22.41,forest,Europe,Sweden,2014
GF01017872S,0,1,63.51,14.75,forest,Europe,Sweden,2014
GF01017873S,0,1,63.31,15.69,forest,Europe,Sweden,2014
GF01017875S,0.5,0.5,66.54,22.41,forest,Europe,Sweden,2014
GF01017878S,0.285714286,0.714285714,61.19,14.29,forest,Europe,Sweden,2014
GF01017879S,0.25,0.75,66.52,22.67,forest,Europe,Sweden,2014
GF01017883S,0.266666667,0.733333333,63.15,15.19,forest,Europe,Sweden,2014
GF01017886S,0.166666667,0.833333333,60.94,14.07,forest,Europe,Sweden,2014
GF01017887S,0.363636364,0.636363636,66.58,22.41,forest,Europe,Sweden,2014
GF01017892S,0.5,0.5,66.58,22.41,forest,Europe,Sweden,2014
GF01017894S,0.333333333,0.666666667,60.95,14.21,forest,Europe,Sweden,2014
GF01017895S,0.333333333,0.666666667,66.55,22.45,forest,Europe,Sweden,2014
GF01017896S,0.166666667,0.833333333,66.55,22.45,forest,Europe,Sweden,2014
GF01017897S,0.428571429,0.571428571,60.94,14.08,forest,Europe,Sweden,2014
GF01017898S,0.555555556,0.444444444,66.54,22.57,forest,Europe,Sweden,2014
GF01017899S,0.333333333,0.666666667,61.42,14.56,forest,Europe,Sweden,2014
GF01017900S,0.333333333,0.666666667,66.58,22.41,forest,Europe,Sweden,2014
GF01017902S,0.166666667,0.833333333,60.94,14.05,forest,Europe,Sweden,2014
GF01017908S,0.5,0.5,66.54,22.57,forest,Europe,Sweden,2014
GF01017913S,0.615384615,0.384615385,63.23,15.27,forest,Europe,Sweden,2014
GF01017914S,0.25,0.75,63.18,15.29,forest,Europe,Sweden,2014
GF01017915S,0.25,0.75,61.48,14.42,forest,Europe,Sweden,2014
GF01017917S,0.5,0.5,63.15,15.19,forest,Europe,Sweden,2014
GF01017919S,0.555555556,0.444444444,66.51,22.58,forest,Europe,Sweden,2014
GF01017920S,0.25,0.75,60.73,14.19,forest,Europe,Sweden,2014
GF01017922S,0.625,0.375,66.58,22.53,forest,Europe,Sweden,2014
GF01017923S,0.583333333,0.416666667,66.58,22.53,forest,Europe,Sweden,2014
GF01017926S,0.6,0.4,63.31,15.7,forest,Europe,Sweden,2014
GF01017927S,0.4,0.6,66.52,22.67,forest,Europe,Sweden,2014
GF01017928S,0.428571429,0.571428571,62.23,15.29,forest,Europe,Sweden,2014
GF01017930S,0.5,0.5,66.53,22.46,forest,Europe,Sweden,2014
GF01017931S,0.333333333,0.666666667,66.52,22.67,forest,Europe,Sweden,2014
GF01017935S,0.444444444,0.555555556,61.42,14.56,forest,Europe,Sweden,2014
GF01017939S,0,1,63.18,15.26,forest,Europe,Sweden,2014
GF01017941S,0.625,0.375,66.54,22.45,forest,Europe,Sweden,2014
GF01017942S,0.416666667,0.583333333,60.69,14.14,forest,Europe,Sweden,2014
GF01017944S,0.428571429,0.571428571,63.51,14.75,forest,Europe,Sweden,2014
GF01017948S,0.5,0.5,63.16,15.37,forest,Europe,Sweden,2014
GF01017951S,0.555555556,0.444444444,63.19,15.28,forest,Europe,Sweden,2014
GF01017952S,0.263157895,0.736842105,61.19,14.29,forest,Europe,Sweden,2014
GF01017953S,0.4,0.6,60.94,14.05,forest,Europe,Sweden,2014
GF01017955S,0.5,0.5,61.26,14.54,forest,Europe,Sweden,2014
GF01017968S,0.25,0.75,60.94,14.07,forest,Europe,Sweden,2014
GF01017977S,0.25,0.75,61.03,14.05,forest,Europe,Sweden,2014
GF01017978S,0.285714286,0.714285714,66.58,22.54,forest,Europe,Sweden,2014
GF01017981S,0.285714286,0.714285714,66.54,22.41,forest,Europe,Sweden,2014
GF01017982S,0,1,62.66,13.96,forest,Europe,Sweden,2014
GF01017986S,0.125,0.875,66.5,22.63,forest,Europe,Sweden,2014
GF01017990S,0,1,60.69,14.14,forest,Europe,Sweden,2014
GF01017991S,0.363636364,0.636363636,66.54,22.57,forest,Europe,Sweden,2014
GF01017993S,0.368421053,0.631578947,66.58,22.54,forest,Europe,Sweden,2014
GF01017995S,0.4,0.6,63.31,15.69,forest,Europe,Sweden,2014
GF01017998S,0.444444444,0.555555556,60.68,13.85,forest,Europe,Sweden,2014
GF01018000S,0.375,0.625,61.48,14.42,forest,Europe,Sweden,2014
GF01018001S,0,1,63.18,15.26,forest,Europe,Sweden,2014
GF01018003S,0.25,0.75,60.94,14.07,forest,Europe,Sweden,2014
GF01018004S,0.25,0.75,66.54,22.45,forest,Europe,Sweden,2014
GF01018007S,0,1,60.94,14.07,forest,Europe,Sweden,2014
GF01018008S,0.25,0.75,66.55,22.45,forest,Europe,Sweden,2014
GF01018009S,0.5,0.5,66.58,22.41,forest,Europe,Sweden,2014
GF01018010S,0,1,66.58,22.54,forest,Europe,Sweden,2014
GF01018012S,0.4,0.6,62.66,13.96,forest,Europe,Sweden,2014
GF01018014S,0.75,0.25,50.73905,15.76695,forest,Europe,Poland,2013
GF01018019S,0.545454545,0.454545455,50.7211167,15.70698333,forest,Europe,Poland,2013
GF01018020S,0.666666667,0.333333333,50.7423667,15.76855,forest,Europe,Poland,2013
GF01018021S,0.4,0.6,50.7596333,15.52028333,forest,Europe,Poland,2013
GF01018022S,0.8,0.2,50.7575833,15.525,forest,Europe,Poland,2013
GF01018024S,0,1,50.7574833,15.52248333,forest,Europe,Poland,2013
GF01018025S,0.5,0.5,50.7565667,15.70371667,forest,Europe,Poland,2013
GF01018027S,0,1,50.7190667,15.70815,forest,Europe,Poland,2013
GF01018028S,0.333333333,0.666666667,50.7393833,15.76778333,forest,Europe,Poland,2013
GF01018029S,0.5,0.5,50.7405167,15.76663333,forest,Europe,Poland,2013
GF01018032S,0.833333333,0.166666667,50.7191,15.7065,forest,Europe,Poland,2013
GF01018036S,0.5,0.5,50.74195,15.76831667,forest,Europe,Poland,2013
GF01018037S,0.833333333,0.166666667,50.7406,15.7694,forest,Europe,Poland,2013
GF01018041S,0.333333333,0.666666667,50.73915,15.76451667,forest,Europe,Poland,2013
GF01019501S,0,1,24.4993755,113.5595661,cropland,Asia,China,2015
GF01019533S,0,1,28.372533,97.212622,cropland,Asia,China,2015
GF02000491S,0.547619048,0.452380952,43.94,-71.75,forest,North America,USA,2003 to 2015
GF02000501S,0.818181818,0.181818182,52.440139,0.81922022,grassland,Europe,UK,2003 to 2015
GF02000560S,0.263157895,0.736842105,55.56292804,8.080258493,shrubland,Europe,Denmark,2014
GF02000596S,0.619047619,0.380952381,57.06436271,8.642470696,shrubland,Europe,Denmark,2014
GF02000600S,0.545454545,0.454545455,55.66713549,9.545471604,cropland,Europe,Denmark,2014
GF02000607S,0.473684211,0.526315789,55.13503083,10.36883286,shrubland,Europe,Denmark,2014
GF02000622S,0.625,0.375,55.03992619,12.27018455,grassland,Europe,Denmark,2014
GF02000660S,0.642857143,0.357142857,55.15152867,10.45161848,shrubland,Europe,Denmark,2014
GF02000687S,0.210526316,0.789473684,56.24883484,8.507933548,shrubland,Europe,Denmark,2014
GF02000707S,0.388888889,0.611111111,57.14458777,8.951189918,grassland,Europe,Denmark,2014
GF02000732S,0.5,0.5,55.03992619,12.27018455,grassland,Europe,Denmark,2014
